point_id,x,y
1,0.6766123171944856,-1.241851751305569
2,35.24087529959793,-16.521130439708376
3,67.87936889786545,-21.04188278866678
4,54.162945013664284,-56.06661160914841
5,26.03155853803458,-47.77822652374139
6,-9.914101958603368,-37.18751224794353
